,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,ren,age,basement
186,269000.0,4,1.75,1490,10000,1.0,8,1100,0.0,98023,47.3099,-122.379,2190,8910,0,46,1.0
16074,650000.0,6,3.0,2960,5000,1.0,8,1790,0.0,98103,47.6971,-122.341,1280,1251,0,47,1.0
2852,856000.0,3,1.5,1480,2700,1.5,7,1480,0.0,98112,47.62300000000001,-122.304,1970,4200,0,87,0.0
15293,297975.0,3,2.25,2820,8100,1.0,7,1720,0.0,98168,47.4944,-122.304,1040,8100,0,68,1.0
1608,667500.0,4,3.0,1920,4000,1.5,8,1540,0.0,98116,47.5718,-122.385,1660,4000,0,84,1.0
7888,222000.0,3,1.5,1310,9273,1.0,7,1310,0.0,98042,47.3683,-122.147,1710,9600,0,47,0.0
17481,210000.0,3,1.0,1110,7962,1.0,7,1110,0.0,98146,47.5035,-122.36,1200,8094,0,53,0.0
6709,602000.0,4,1.75,2430,14000,1.0,7,1580,0.0,98052,47.6554,-122.134,1910,8285,0,52,1.0
11145,165000.0,3,1.5,1250,7200,1.0,7,1250,0.0,98032,47.3678,-122.282,1250,7560,0,37,0.0
14442,1120000.0,4,2.5,3690,11191,1.0,10,2190,0.0,98199,47.6434,-122.412,3460,8160,0,64,1.0
12284,185900.0,3,1.0,940,10890,1.0,5,940,0.0,98001,47.2763,-122.257,1370,10255,0,106,0.0
12865,284000.0,3,1.0,1080,8214,1.0,7,1080,0.0,98133,47.7401,-122.348,1850,13560,0,71,0.0
10001,385000.0,3,1.0,1250,7300,1.0,7,1250,0.0,98008,47.6032,-122.125,1540,7400,0,59,0.0
2781,359950.0,3,1.75,1570,6975,1.0,7,1040,0.0,98126,47.5137,-122.37,1280,7813,0,36,1.0
1063,275000.0,3,1.5,1410,9000,1.0,7,1410,0.0,98133,47.7635,-122.35,1910,7214,0,62,0.0
13393,538000.0,4,1.75,1880,7953,1.0,7,1880,0.0,98008,47.5838,-122.123,1750,8591,0,50,0.0
7897,225000.0,3,1.75,1580,14400,1.0,7,1580,0.0,98001,47.2598,-122.281,1480,9600,0,34,0.0
7505,470000.0,3,2.75,2770,54707,1.5,8,2370,0.0,98155,47.7555,-122.289,1640,54707,0,77,1.0
1489,420000.0,2,1.0,820,4025,1.0,6,820,0.0,98126,47.5649,-122.38,1410,5750,0,93,0.0
6424,940000.0,3,1.5,1790,4800,1.5,8,1790,0.0,98119,47.6332,-122.362,1780,3600,0,103,0.0
5343,767500.0,4,2.0,2350,4815,1.5,7,1450,0.0,98103,47.6681,-122.338,1640,4013,0,101,1.0
17145,505000.0,4,2.75,2200,9778,1.0,8,1100,0.0,98006,47.5472,-122.176,2140,11321,0,53,1.0
18711,707000.0,5,4.5,3540,21217,2.0,8,2940,0.0,98188,47.4274,-122.28,1290,12040,0,89,1.0
8266,546500.0,3,2.5,1410,2675,1.0,7,820,0.0,98117,47.6786,-122.371,1410,4013,0,30,1.0
15607,220000.0,3,2.25,1470,7518,1.0,7,1160,0.0,98003,47.2725,-122.3,1720,8300,0,30,1.0
12691,561500.0,4,2.25,2310,9800,1.0,8,1780,0.0,98033,47.6657,-122.178,2310,9800,0,47,1.0
11134,232500.0,3,1.0,1320,8450,1.0,6,880,0.0,98023,47.3278,-122.337,1320,8450,0,54,1.0
11787,365000.0,4,2.5,1800,5070,1.0,7,1080,0.0,98118,47.5303,-122.28,1870,5365,0,36,1.0
6832,508000.0,2,1.0,1200,2500,2.0,7,1090,0.0,98112,47.6304,-122.301,2690,4800,0,88,1.0
16700,85000.0,2,1.0,910,9753,1.0,5,910,0.0,98032,47.3897,-122.236,1160,7405,0,68,0.0
10684,335000.0,3,1.5,1900,7584,1.0,7,1900,0.0,98056,47.5091,-122.19,1410,7584,0,53,0.0
14100,219950.0,2,1.0,940,8997,1.0,7,940,0.0,98022,47.2005,-121.999,1110,9126,0,60,0.0
17247,280000.0,4,2.75,2230,10160,1.0,7,1400,0.0,98168,47.5123,-122.32,1740,10080,0,47,1.0
9162,505000.0,4,2.25,2350,12540,2.0,8,2350,0.0,98177,47.7732,-122.382,2090,7964,0,47,0.0
1186,343000.0,2,1.0,1230,7560,1.0,7,1230,0.0,98133,47.7298,-122.34,1270,7560,0,54,0.0
4860,175000.0,2,1.0,1160,6911,1.0,7,1160,0.0,98125,47.7149,-122.318,1120,6948,0,68,0.0
17546,879000.0,3,3.0,3030,5156,1.5,9,2080,0.0,98119,47.647,-122.369,1910,5720,0,86,1.0
6060,399950.0,3,1.75,1560,5223,1.0,7,810,0.0,98125,47.7175,-122.288,1440,8491,0,75,1.0
14371,476000.0,4,1.75,2340,17541,1.0,7,1360,0.0,98028,47.745,-122.229,2250,9212,0,59,1.0
9517,282613.0,2,1.0,830,6017,1.0,6,830,0.0,98133,47.7466,-122.334,1340,6040,0,61,0.0
7678,698000.0,3,2.75,2640,11957,1.5,9,2260,0.0,98052,47.6491,-122.12,2640,12641,0,37,1.0
2051,195000.0,3,1.0,1280,6967,1.5,7,1280,0.0,98155,47.7512,-122.329,1280,7245,0,66,0.0
14567,95000.0,2,1.0,960,7000,1.0,4,960,0.0,98198,47.3864,-122.307,1850,8120,0,97,0.0
3029,316000.0,3,0.75,1270,10092,1.0,7,1270,0.0,98077,47.7567,-122.073,1300,10375,0,44,0.0
7627,206000.0,3,1.0,1060,10350,1.0,7,1060,0.0,98038,47.365,-122.028,1500,9660,0,35,0.0
13759,289000.0,2,1.0,1010,7740,1.0,6,890,0.0,98106,47.5323,-122.355,1030,6000,0,91,1.0
350,299000.0,1,0.75,560,12120,1.0,4,560,0.0,98014,47.675,-121.854,1300,19207,0,48,0.0
4062,565000.0,3,1.5,1540,3570,1.5,7,1490,0.0,98105,47.6692,-122.325,1620,4080,0,85,1.0
3292,380000.0,3,2.25,1860,15559,2.0,7,1860,0.0,98022,47.1559,-121.646,1110,11586,0,52,0.0
2713,326500.0,3,1.0,1810,12375,2.0,7,1810,0.0,98072,47.7427,-122.172,1420,9357,0,45,0.0
4785,371000.0,4,1.0,1960,94525,1.5,6,1960,0.0,98027,47.5418,-121.962,2430,188564,0,36,0.0
14374,510000.0,4,2.0,2990,102366,1.0,8,2990,0.0,98092,47.3068,-122.088,2820,57140,0,41,0.0
12033,585000.0,3,1.75,1740,9500,1.0,8,1150,0.0,98146,47.4919,-122.365,2110,9450,0,57,1.0
1212,500000.0,4,2.0,2760,27631,2.0,8,1800,0.0,98155,47.7484,-122.291,2490,13158,0,37,1.0
11912,1440000.0,4,3.0,3720,5000,2.5,9,2720,0.0,98102,47.6282,-122.322,2610,5000,0,110,1.0
19348,290000.0,4,2.5,2340,52272,2.0,8,2340,0.0,98042,47.3468,-122.091,2480,40500,0,37,0.0
3110,850000.0,3,1.75,2450,8603,1.0,8,1340,0.0,98199,47.6536,-122.414,2280,5779,0,75,1.0
11856,290000.0,2,1.0,960,4000,1.0,6,960,0.0,98118,47.5554,-122.267,1210,4000,0,97,0.0
3136,473000.0,2,1.0,900,5100,1.0,7,900,0.0,98117,47.6804,-122.378,1400,5100,0,106,0.0
11781,275000.0,3,1.0,1250,7654,1.0,7,1000,0.0,98125,47.7289,-122.291,1310,7350,0,63,1.0
879,414900.0,3,1.5,1260,9570,1.0,7,870,0.0,98115,47.7004,-122.305,1620,7000,0,74,1.0
7929,520000.0,2,1.0,1360,22508,1.0,7,1360,0.0,98034,47.7101,-122.226,2830,12600,0,83,0.0
3995,420000.0,3,1.75,1060,38644,1.0,7,1060,0.0,98077,47.7442,-122.072,1310,11416,0,32,0.0
11684,245000.0,3,2.0,1470,8000,1.0,8,1470,0.0,98023,47.3191,-122.385,1980,8000,0,41,0.0
13490,400000.0,4,1.75,1700,20283,1.5,7,1340,0.0,98019,47.7694,-121.903,1680,21369,0,50,1.0
15022,200000.0,3,1.0,1480,5600,1.0,6,940,0.0,98178,47.5045,-122.27,1350,11100,0,68,1.0
9128,560000.0,4,2.5,1790,9787,1.0,8,1240,0.0,98056,47.5344,-122.189,1790,9787,0,32,1.0
9727,292000.0,3,1.0,1730,21183,1.0,7,1030,0.0,98168,47.5024,-122.332,1610,13000,0,60,1.0
13544,311000.0,3,2.0,1190,7840,1.5,6,1190,0.0,98108,47.5531,-122.312,1460,3240,0,97,0.0
4528,418000.0,4,3.0,2360,6250,1.0,7,1460,0.0,98118,47.512,-122.249,2500,6250,0,55,1.0
9928,893880.0,6,2.5,2820,8600,1.0,8,1430,0.0,98006,47.565,-122.144,2070,8900,0,48,1.0
16404,750000.0,4,1.75,2520,21834,1.0,8,1420,0.0,98146,47.4996,-122.378,1700,8100,0,55,1.0
3690,317000.0,3,2.0,2020,7260,1.5,7,1180,0.0,98108,47.5496,-122.311,1400,5950,0,89,1.0
16397,630000.0,5,2.0,2330,6783,1.0,7,1310,0.0,98115,47.6955,-122.295,1930,6783,0,59,1.0
12854,399950.0,3,2.5,1510,7300,1.0,7,1040,0.0,98034,47.7153,-122.211,1360,7300,0,41,1.0
10658,547000.0,2,1.0,1370,10038,1.5,7,1370,0.0,98133,47.719,-122.339,1610,8822,0,93,0.0
12123,229000.0,1,1.0,600,3720,1.0,6,600,0.0,98106,47.5558,-122.363,1480,4800,0,95,0.0
12609,405000.0,3,2.75,1310,7300,1.0,7,1310,0.0,98008,47.6016,-122.123,1310,7030,0,58,0.0
3940,577000.0,3,1.75,1760,12874,1.0,7,1230,0.0,98005,47.5906,-122.167,1950,10240,0,48,1.0
4737,666000.0,3,2.25,2780,31510,2.0,8,2780,0.0,98053,47.67,-122.024,2890,36400,0,36,0.0
18088,217450.0,3,1.0,1040,5000,1.0,7,1040,0.0,98146,47.5122,-122.358,1440,5000,0,56,0.0
4276,450000.0,3,1.75,2290,44866,1.0,8,1390,0.0,98077,47.7398,-122.041,2410,44866,0,34,1.0
17409,565000.0,4,2.0,2040,8281,2.0,7,2040,0.0,98033,47.6689,-122.195,2560,8281,0,54,0.0
2230,600000.0,3,2.25,1900,46609,1.5,7,1440,0.0,98072,47.7529,-122.116,2460,43560,0,46,1.0
15048,150000.0,3,1.0,1200,9527,1.0,7,1200,0.0,98168,47.5112,-122.316,1510,9457,0,56,0.0
9154,275000.0,3,1.0,1250,10744,1.0,6,1250,0.0,98198,47.4226,-122.327,1500,10710,0,73,0.0
11219,295000.0,4,3.0,2120,7650,2.0,8,2120,0.0,98007,47.6214,-122.14,2260,7885,0,51,0.0
9226,250000.0,3,2.0,1050,18304,1.0,7,1050,0.0,98001,47.3206,-122.269,1690,15675,0,62,0.0
2617,290300.0,2,1.0,860,3874,1.0,6,860,0.0,98055,47.4836,-122.204,1400,5106,0,84,0.0
3117,350000.0,3,1.5,1320,4400,1.0,6,1320,0.0,98112,47.6231,-122.292,1350,4400,0,106,0.0
10936,170000.0,2,1.0,810,8424,1.0,6,810,0.0,98023,47.3286,-122.346,820,8424,0,56,0.0
14752,390000.0,3,1.0,950,3621,1.0,6,950,0.0,98144,47.575,-122.289,1540,4080,0,68,0.0
8633,380000.0,3,1.0,1260,7980,1.0,7,1260,0.0,98177,47.7013,-122.373,1760,7606,0,64,0.0
12627,475000.0,3,1.0,1270,8000,1.0,6,1270,0.0,98008,47.6175,-122.118,1210,7875,0,56,0.0
9840,875000.0,3,1.0,1160,10732,1.0,7,1160,0.0,98004,47.6391,-122.205,2390,13656,0,62,0.0
14459,782000.0,2,1.5,1570,3600,1.5,7,1320,0.0,98119,47.6366,-122.363,2140,3600,0,109,1.0
19337,390000.0,4,2.5,2570,22215,2.0,7,2570,0.0,98059,47.4833,-122.157,2460,6533,0,57,0.0
18350,260000.0,3,1.75,1670,8511,1.0,7,1340,0.0,98001,47.3257,-122.276,1580,7218,0,30,1.0
18345,332500.0,4,1.0,1670,8102,1.5,6,1670,0.0,98166,47.4692,-122.355,1310,7906,0,71,0.0
12564,309500.0,3,1.0,1250,7320,1.0,7,1250,0.0,98059,47.5074,-122.163,1770,7320,0,47,0.0
3031,170000.0,3,1.0,1310,9529,1.0,7,1310,0.0,98198,47.4105,-122.295,1330,9529,0,59,0.0
18750,502501.0,2,1.0,1100,4750,1.0,7,1100,0.0,98116,47.5772,-122.381,1830,4750,0,69,0.0
19407,405000.0,3,1.5,1010,7683,1.5,7,1010,0.0,98125,47.72,-122.318,1550,7271,0,62,0.0
12036,440000.0,4,2.0,1450,8400,1.5,7,1450,0.0,98034,47.7285,-122.24,1450,7440,0,53,0.0
12572,648000.0,5,2.25,2410,12000,2.0,8,2410,0.0,98006,47.5434,-122.175,2080,12000,0,42,0.0
9558,268000.0,3,1.75,1970,10270,1.0,8,1970,0.0,98032,47.3619,-122.285,1970,8400,0,49,0.0
16505,425000.0,4,1.5,1620,7875,1.0,7,1620,0.0,98008,47.6041,-122.126,1890,8400,0,59,0.0
2669,470000.0,6,1.75,2490,8732,1.5,8,2490,0.0,98034,47.7252,-122.187,1840,8024,0,49,0.0
84,315000.0,3,1.0,960,6634,1.0,6,960,0.0,98125,47.7264,-122.31,1570,7203,0,63,0.0
12154,718000.0,4,2.75,2930,4408,1.0,8,1660,0.0,98144,47.5841,-122.295,2200,4000,0,76,1.0
1470,519500.0,4,2.0,1540,17859,1.0,6,1540,0.0,98027,47.5326,-122.032,1390,9688,0,51,0.0
14668,1300000.0,2,2.5,2910,19449,2.0,9,1940,0.0,98177,47.7729,-122.393,2540,23598,0,30,1.0
14778,245000.0,3,1.5,1340,7391,1.0,7,1340,0.0,98198,47.3837,-122.317,1300,7391,0,49,0.0
10885,430000.0,3,1.5,1550,5034,2.0,7,1550,0.0,98177,47.7072,-122.36,1820,7200,0,93,0.0
9744,246000.0,4,1.75,1720,7455,1.0,7,1020,0.0,98058,47.4669,-122.182,1720,7700,0,52,1.0
5336,595000.0,5,3.0,2980,10064,1.0,7,1680,0.0,98155,47.7372,-122.316,1590,7800,0,75,1.0
18499,245000.0,4,1.75,1930,7650,1.0,8,1280,0.0,98023,47.3078,-122.386,1860,8800,0,34,1.0
10263,325000.0,4,2.0,1780,10622,1.0,7,900,0.0,98058,47.4573,-122.158,1550,8900,0,39,1.0
14833,825000.0,5,1.75,2330,6000,1.5,8,2080,0.0,98199,47.6461,-122.392,2150,6000,0,78,1.0
4325,227000.0,2,1.0,860,6800,1.0,6,860,0.0,98133,47.7274,-122.337,1220,6800,0,72,0.0
16192,750000.0,4,1.75,2670,6250,2.0,8,2020,0.0,98199,47.6499,-122.391,1820,6250,0,74,1.0
5190,850000.0,3,2.25,3000,18450,1.0,10,3000,0.0,98077,47.7274,-122.062,2980,12304,0,32,0.0
7654,670000.0,3,1.75,2160,5760,1.0,8,1260,0.0,98136,47.5346,-122.391,2090,5760,0,61,1.0
6380,350000.0,4,2.25,2300,4600,1.5,7,1340,0.0,98144,47.5895,-122.311,1540,3000,0,111,1.0
9896,350000.0,4,2.0,2060,13400,1.0,8,2060,0.0,98166,47.4404,-122.34,1950,10370,0,58,0.0
14122,260000.0,3,1.75,1460,10000,1.0,8,1460,0.0,98092,47.342,-122.195,1930,14175,0,48,0.0
10444,415000.0,4,2.25,2520,8000,1.0,8,1680,0.0,98023,47.3202,-122.383,2300,8000,0,45,1.0
9274,305000.0,2,1.0,1000,8212,1.0,7,1000,0.0,98133,47.7444,-122.341,1620,8214,0,68,0.0
7855,330000.0,3,1.0,1250,9126,1.0,7,1250,0.0,98077,47.7554,-122.076,1440,10620,0,46,0.0
18940,950000.0,5,2.0,2940,5500,2.0,9,2340,0.0,98102,47.6466,-122.321,2940,5500,0,106,1.0
12386,547500.0,4,2.5,2610,7254,1.0,8,1610,0.0,98006,47.5618,-122.176,2250,7407,0,40,1.0
1307,533000.0,3,1.0,1670,4080,1.0,7,1170,0.0,98115,47.6899,-122.321,1560,4080,0,48,1.0
9316,960000.0,4,2.5,3430,43560,1.5,10,3430,0.0,98005,47.6426,-122.18,3700,44431,0,36,0.0
6111,277500.0,3,2.25,1820,19602,1.0,7,1820,0.0,98001,47.331,-122.286,1520,8773,0,51,0.0
8308,542000.0,4,1.0,1540,5000,1.5,7,1090,0.0,98115,47.6754,-122.294,1590,5000,0,93,1.0
18857,245000.0,4,2.25,2140,8800,2.0,7,2140,0.0,98032,47.3655,-122.291,2060,9790,0,52,0.0
5305,390000.0,3,1.5,1650,8676,1.0,8,1130,0.0,98133,47.7471,-122.352,1400,8499,0,36,1.0
1334,647500.0,3,1.75,1290,3870,1.0,7,1290,0.0,98144,47.5873,-122.29,2020,5850,0,99,0.0
19434,539000.0,3,1.5,1740,12000,2.0,9,1740,0.0,98074,47.6276,-122.053,2580,12224,0,41,0.0
12348,488500.0,3,2.0,1710,10959,1.0,7,1030,0.0,98033,47.697,-122.199,1710,10498,0,34,1.0
13716,265000.0,4,1.75,1970,8390,1.0,7,1140,0.0,98178,47.4861,-122.251,1710,10890,0,60,1.0
3779,286950.0,4,2.5,2080,9846,1.0,7,1240,0.0,98001,47.3338,-122.268,1890,7977,0,31,1.0
3551,300000.0,4,3.0,2200,10800,1.0,6,2200,0.0,98058,47.4476,-122.169,1430,10800,0,55,0.0
18789,280000.0,4,1.5,1940,6386,1.0,7,1140,0.0,98118,47.5533,-122.285,1340,6165,0,61,1.0
13497,172380.0,3,1.0,970,8378,1.0,6,970,0.0,98023,47.3078,-122.365,1050,8563,0,53,0.0
7204,165000.0,3,1.0,970,6600,1.0,7,970,0.0,98168,47.4836,-122.332,1200,6600,0,50,0.0
11174,341000.0,3,1.0,1390,4814,1.5,6,1390,0.0,98115,47.6881,-122.32,1730,3990,0,107,0.0
13102,402000.0,2,1.0,710,5100,1.0,7,710,0.0,98117,47.6765,-122.381,1530,5100,0,110,0.0
16048,575000.0,3,1.75,1760,10349,1.0,8,1760,0.0,98005,47.6347,-122.173,1970,10933,0,58,0.0
6674,535900.0,3,2.25,1880,10880,1.0,8,1480,0.0,98008,47.5937,-122.116,2120,10240,0,40,1.0
7353,907000.0,3,1.5,1340,6000,1.5,9,1340,0.0,98105,47.66,-122.282,2600,6000,0,88,0.0
16935,191000.0,2,1.0,700,5000,1.0,6,700,0.0,98056,47.4927,-122.172,1040,5200,0,63,0.0
11472,500000.0,2,1.5,1520,8040,1.0,7,1520,0.0,98125,47.7131,-122.306,1440,8040,0,64,0.0
827,175000.0,4,1.0,1300,6030,1.5,6,1300,0.0,98168,47.4778,-122.286,1240,6900,0,68,0.0
1202,179950.0,3,1.0,960,10125,1.0,7,960,0.0,98003,47.3335,-122.305,1250,9769,0,63,0.0
11366,275900.0,3,1.75,1380,8400,1.0,7,1380,0.0,98003,47.3117,-122.321,1540,8400,0,48,0.0
15926,200500.0,3,1.75,1260,9346,1.0,7,1260,0.0,98030,47.3713,-122.186,1800,9705,0,52,0.0
2810,845000.0,5,2.0,1720,9972,1.0,8,1720,0.0,98004,47.6368,-122.218,2700,9023,0,64,0.0
4865,475000.0,2,1.75,1490,224334,1.0,8,1490,0.0,98092,47.2645,-122.163,2350,213879,0,32,0.0
14866,416100.0,4,1.75,2320,5490,1.0,8,1160,0.0,98178,47.5091,-122.241,2240,7200,0,59,1.0
11275,312000.0,3,2.25,1540,5338,1.0,7,770,0.0,98115,47.6942,-122.304,1680,6525,0,61,1.0
12825,542000.0,3,2.5,1990,15985,1.0,8,1540,0.0,98007,47.6205,-122.141,2470,10125,0,51,1.0
17281,600000.0,4,2.25,1970,7125,1.5,7,1500,0.0,98115,47.6725,-122.293,1980,4750,0,107,1.0
2787,524000.0,4,1.0,1980,7015,1.0,7,1260,0.0,98034,47.7204,-122.18,1570,7626,0,42,1.0
10378,750000.0,3,2.0,1760,5488,1.5,7,1540,0.0,98119,47.6479,-122.367,1760,5943,0,88,1.0
1190,173000.0,2,1.0,1740,8100,1.0,6,1050,0.0,98168,47.4942,-122.304,960,8100,0,68,1.0
2516,462000.0,3,1.5,1710,4500,1.5,8,1410,0.0,98118,47.5366,-122.268,1860,6000,0,87,1.0
9207,340000.0,3,1.75,3400,46382,1.0,7,2050,0.0,98053,47.6458,-121.955,2320,20624,0,36,1.0
12681,290000.0,4,1.75,2340,7200,1.0,8,1590,0.0,98146,47.497,-122.369,1970,7800,0,55,1.0
19032,340500.0,3,1.0,1770,12458,1.0,7,1770,0.0,98155,47.7715,-122.27,2000,8225,0,58,0.0
7760,195000.0,2,1.0,860,10400,1.0,6,860,0.0,98042,47.3682,-122.096,1390,9086,0,32,0.0
501,475000.0,2,1.0,1490,3825,1.0,7,860,0.0,98117,47.6799,-122.381,1460,3825,0,86,1.0
9349,356000.0,4,2.0,1600,12500,1.0,7,1600,0.0,98166,47.4713,-122.355,1260,8306,0,77,0.0
3813,460000.0,2,1.5,1090,4000,1.0,8,970,0.0,98116,47.5798,-122.393,1700,4000,0,64,1.0
14648,850000.0,6,3.5,2820,5400,1.0,8,1620,0.0,98117,47.6791,-122.374,1560,2276,0,57,1.0
10552,195000.0,2,1.0,1280,7861,1.0,6,1280,0.0,98002,47.3007,-122.228,1020,6480,0,102,0.0
393,927000.0,4,2.75,3300,12090,2.0,8,3300,0.0,98004,47.6294,-122.218,3180,12239,0,62,0.0
968,752500.0,4,2.25,2360,8616,2.0,8,2360,0.0,98033,47.6495,-122.198,2360,9337,0,41,0.0
12115,299500.0,3,1.0,1380,10875,1.0,7,1380,0.0,98045,47.4653,-121.745,1040,10875,0,38,0.0
6789,472000.0,5,2.0,2030,9804,1.0,7,1110,0.0,98008,47.6297,-122.114,1930,7990,0,52,1.0
917,270000.0,2,1.0,1000,10320,1.0,6,1000,0.0,98106,47.527,-122.356,1100,5160,0,72,0.0
19254,555000.0,4,1.75,2320,4800,1.5,7,2170,0.0,98117,47.6893,-122.365,1390,4800,0,97,1.0
18000,301500.0,3,1.0,1410,7419,1.0,7,1050,0.0,98056,47.534,-122.173,1800,8000,0,46,1.0
12962,248500.0,2,1.0,780,10064,1.0,7,780,0.0,98168,47.4913,-122.318,1090,14750,0,57,0.0
3329,250000.0,2,0.75,700,16828,1.0,6,700,0.0,98092,47.3009,-122.125,2010,29316,0,57,0.0
10222,432500.0,3,2.5,1940,10800,1.0,8,1340,0.0,98077,47.7471,-122.075,2080,9600,0,36,1.0
8069,450000.0,4,2.0,2240,7725,1.0,7,1120,0.0,98106,47.5331,-122.365,1340,6300,0,59,1.0
16076,324450.0,3,2.0,1420,16000,1.0,7,1420,0.0,98166,47.478,-122.358,1900,12630,0,49,0.0
13744,199950.0,3,1.0,840,9480,1.0,6,840,0.0,98023,47.3277,-122.341,840,9420,0,55,0.0
11554,310000.0,3,1.0,1240,7194,1.0,6,1090,0.0,98011,47.7636,-122.202,2090,8514,0,79,1.0
15591,342500.0,2,1.75,1210,7507,1.0,7,1210,0.0,98034,47.7078,-122.234,1840,7500,0,33,0.0
1715,360000.0,2,2.0,1180,3200,1.0,6,590,0.0,98136,47.5275,-122.383,1350,4000,0,70,1.0
4016,390000.0,2,1.0,980,3800,1.0,7,980,0.0,98103,47.6903,-122.34,1520,5010,0,89,0.0
1866,411800.0,4,2.25,2190,6800,1.0,7,1340,0.0,98011,47.7367,-122.195,1560,7611,0,46,1.0
5790,327500.0,4,1.75,1650,7800,1.0,8,1650,0.0,98058,47.4507,-122.139,1750,10400,0,47,0.0
2835,490000.0,3,1.75,1600,16510,1.0,8,1600,0.0,98052,47.6601,-122.135,1510,10407,0,31,0.0
2532,358000.0,2,1.0,1140,8340,1.0,7,1140,0.0,98155,47.7448,-122.3,1030,8149,0,67,0.0
10248,305000.0,3,1.75,1610,12247,1.0,8,1610,0.0,98058,47.4476,-122.124,2010,9271,0,34,0.0
17028,360000.0,3,1.75,1500,7200,1.0,7,1500,0.0,98133,47.7748,-122.337,1650,7392,0,58,0.0
5182,329000.0,4,2.0,1850,9126,1.0,7,1850,0.0,98059,47.5009,-122.164,1730,9110,0,52,0.0
4825,339950.0,2,1.0,800,3090,1.0,6,800,0.0,98118,47.5518,-122.277,1400,3090,0,90,0.0
7508,450000.0,3,2.0,1010,2820,1.5,7,1010,0.0,98122,47.6066,-122.304,1330,3000,0,110,0.0
4418,475000.0,3,1.0,1600,7161,1.0,8,1600,0.0,98118,47.5507,-122.261,1760,8280,0,62,0.0
3849,1080000.0,4,2.25,2820,5000,1.5,9,1800,0.0,98122,47.6097,-122.287,2880,6000,0,89,1.0
12769,449950.0,4,2.25,3490,8400,1.5,8,3490,0.0,98058,47.4513,-122.128,2320,8723,0,39,0.0
19573,235000.0,3,1.0,1590,13000,1.5,6,1590,0.0,98166,47.4789,-122.346,1460,8400,0,71,0.0
1982,310000.0,3,1.0,1990,7173,1.0,7,1990,0.0,98034,47.7116,-122.213,1320,7245,0,43,0.0
15702,295000.0,2,1.75,1050,6500,1.5,6,1050,0.0,98055,47.4727,-122.2,1320,10075,0,90,0.0
16900,425000.0,3,1.75,1610,144619,1.0,7,1610,0.0,98024,47.5659,-121.863,2220,144619,0,38,0.0
5566,334000.0,3,1.75,1400,7405,1.0,7,1400,0.0,98133,47.7569,-122.334,1820,7440,0,54,0.0
13778,705000.0,2,2.0,1650,6840,1.5,7,1650,0.0,98103,47.6512,-122.338,1700,4560,0,99,0.0
4092,599999.0,9,4.5,3830,6988,2.5,7,2450,0.0,98103,47.6927,-122.338,1460,6291,0,77,1.0
8608,265000.0,5,4.0,1400,8580,1.0,7,900,0.0,98188,47.456,-122.292,1220,8832,0,61,1.0
3943,304000.0,3,1.0,1280,8184,1.5,6,1280,0.0,98155,47.7467,-122.319,1120,8184,0,68,0.0
13506,135000.0,4,1.0,1460,18599,1.5,5,1460,0.0,98146,47.5006,-122.351,1320,8100,0,75,0.0
453,691100.0,3,2.75,2360,16117,1.0,8,1710,0.0,98006,47.5698,-122.121,2120,16117,0,32,1.0
5853,641200.0,3,1.0,1060,9123,1.0,7,1060,0.0,98004,47.6218,-122.193,1620,9121,0,63,0.0
11609,565000.0,4,1.0,1540,2452,1.5,7,1540,0.0,98103,47.6522,-122.348,1290,3360,0,109,0.0
11941,940000.0,4,2.5,3160,39960,1.0,10,3160,0.0,98005,47.6418,-122.157,3900,36444,0,35,0.0
9770,450000.0,3,1.0,1450,3350,1.5,7,1450,0.0,98126,47.5607,-122.378,1340,4255,0,96,0.0
11654,650000.0,4,2.75,1910,16532,1.0,7,1420,0.0,98117,47.6952,-122.39,2300,8250,0,75,1.0
16794,620000.0,4,2.25,2210,8101,2.0,9,2210,0.0,98074,47.6475,-122.07,2330,8842,0,30,0.0
416,563500.0,4,1.75,2085,174240,1.0,7,1610,0.0,98024,47.5753,-121.95,2690,174240,0,51,1.0
5569,241500.0,3,1.0,1400,10425,1.0,7,1400,0.0,98003,47.2738,-122.301,1440,10425,0,47,0.0
5034,235000.0,3,1.5,1660,8738,1.0,7,1080,0.0,98002,47.3117,-122.208,1500,8466,0,56,1.0
15604,605000.0,4,1.75,3280,35160,1.0,7,2080,0.0,98053,47.6728,-122.061,2510,31331,0,39,1.0
14415,500000.0,3,2.25,2010,7447,2.0,8,2010,0.0,98028,47.747,-122.248,2230,7846,0,30,0.0
7467,460000.0,3,1.75,1370,8467,1.0,7,970,0.0,98052,47.6644,-122.145,1650,8472,0,43,1.0
3345,675000.0,4,2.5,2370,9679,2.0,8,2370,0.0,98027,47.5631,-122.085,2290,7944,0,31,0.0
8305,207000.0,2,1.0,820,4860,1.0,6,820,0.0,98118,47.5298,-122.271,1240,6000,0,60,0.0
672,664000.0,4,2.75,2510,11880,1.0,8,1630,0.0,98006,47.5427,-122.181,2390,11211,0,37,1.0
10895,650500.0,4,1.75,2340,5940,1.0,8,1290,0.0,98115,47.6789,-122.281,1930,5940,0,62,1.0
18015,498000.0,4,2.75,2270,7375,1.0,7,1290,0.0,98034,47.7222,-122.168,1750,7760,0,42,1.0
